GOLD Project ID,Project Name,Project Status,Add Date,Sequencing Strategy
Gp0812757 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812758 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812759 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812760 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812761 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812762 ,"Freshwater biofilm microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.20230719.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0823164 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230614.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0882699 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.2.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882700 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.3.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882701 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.4.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882702 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.5.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882703 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.6.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882704 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.7.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882705 ,"Freshwater biofilm microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20240724.EPILITHON.8.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812740 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812741 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812742 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0824498 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.3.DNA-DNA1_v2 ",Permanent Draft ,2024-10-11,Metagenome
Gp0812743 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812744 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879012 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPILITHON.1.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0882659 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPILITHON.2.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0879013 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPILITHON.3.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0882660 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPILITHON.4.DNA-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0879014 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPILITHON.5.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0882656 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPIPELON.1.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882657 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPIPELON.2.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882658 ,"Freshwater biofilm microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20240717.EPIPELON.3.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882637 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20240711.EPIPSAMMON.1.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882633 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20240711.EPIPSAMMON.2.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882634 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20240711.EPIPSAMMON.3.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882635 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20240711.EPIPSAMMON.4.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882636 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20240711.EPIPSAMMON.5.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0823153 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20230328.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0879022 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20240711.EPILITHON.1.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879023 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20240711.EPILITHON.2.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879024 ,"Freshwater biofilm microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.20240711.EPILITHON.3.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812752 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812753 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812754 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882674 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPILITHON.1.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882675 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPILITHON.2.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882676 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPILITHON.3.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882672 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPIPSAMMON.2.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882673 ,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20240805.EPIPSAMMON.4.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812702 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812703 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812704 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812705 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812706 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812707 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812708 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812709 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20230620.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882615 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.1.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0879031 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.2.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879032 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.3.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879033 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.4.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879034 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.5.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879035 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.6.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879036 ,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.20240730.EPILITHON.8.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812710 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812711 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812712 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812713 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812714 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812715 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812716 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812717 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20230627.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882617 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.1.DNA-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882616 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.2.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0879027 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.3.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0882618 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.4.DNA-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0879028 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.5.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879029 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.6.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879030 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.7.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0882619 ,"Freshwater biofilm microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.20240709.EPILITHON.8.DNA-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0812722 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812723 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812724 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882638 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPILITHON.6.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882639 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPILITHON.7.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882640 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPILITHON.8.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882641 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPIPSAMMON.1.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882642 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPIPSAMMON.2.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882643 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPIPSAMMON.3.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882644 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPIPSAMMON.4.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882645 ,"Freshwater biofilm microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20240618.EPIPSAMMON.5.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0879050 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.1.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879002 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.2.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879051 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.3.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879052 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.4.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879053 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.5.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879054 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.6.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879055 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.7.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0879056 ,"Freshwater biofilm microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20240814.EPILITHON.8.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812732 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812733 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812734 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812735 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812736 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812737 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812738 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812739 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0878993 ,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20240703.EPILITHON.1.POOL ",Incomplete ,2025-09-19,Metagenome
